1,10,0,0
2,29,0,0
3,49,0,0
4,70,0,0
5,90,0,1
6,137,0,2
7,174,0,4
8,202,0,8
9,469,0,8
10,782,0,21
11,1024,0,31
12,1388,0,56
13,1990,0,81
14,2940,0,86
15,3544,0,213
16,4165,474,213
17,4871,951,355
18,5637,951,390
19,6777,941,498
20,7165,1186,628
21,8921,1542,804
22,9702,1899,1021
23,10575,2063,1263
24,12352,2291,1535
25,14597,3031,1825
26,17166,3882,2090
27,19243,5044,2412
28,21520,6326,2757
29,22677,7491,3082
30,24090,8301,3392
